,P1Rank,P2Rank,P1Pts,P2Pts,Surface,AP1Surface,AP1Rank,AP1OppRank,BP1Surface,BP1Rank,BP1OppRank,CP1Surface,CP1Rank,CP1OppRank,AP2Surface,AP2Rank,AP2OppRank,BP2Surface,BP2Rank,BP2OppRank,CP2Surface,CP2Rank,CP2OppRank,AP1Win,BP1Win,CP1Win,AP2Win,BP2Win,CP2Win
14645,1,5,8045,5085,2,2,1,5,2,1,5,2,1,5,2,1,5,2,1,5,2,1,5,1,0,1,1,0,1
14674,1,10,8045,3155,2,2,1,10,2,1,10,2,1,10,2,1,10,2,1,10,2,1,10,0,1,1,0,1,0
14703,2,18,7445,1845,2,2,18,2,2,18,2,2,18,2,2,18,2,2,18,2,2,18,2,1,1,1,1,1,1
14732,3,2,6260,7445,2,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,1,1,1,1,1,1
14761,7,2,4050,7445,2,2,2,7,2,2,7,2,2,7,2,2,7,2,2,7,2,2,7,1,1,0,1,1,1
14790,52,2,940,7445,2,2,2,52,2,2,52,2,2,52,2,2,52,2,2,52,2,2,52,1,1,0,1,1,1
14819,48,2,1017,7445,2,2,2,48,2,2,48,2,2,48,2,2,48,2,2,48,2,2,48,1,0,0,1,1,1
14848,19,3,1815,6445,2,2,3,19,2,3,19,2,3,19,2,3,19,2,3,19,2,3,19,1,1,1,1,1,1
14877,3,5,6445,4755,2,2,3,5,2,3,5,2,3,5,2,3,5,2,3,5,2,3,5,1,1,1,1,1,1
14906,8,3,3640,6445,2,2,3,8,2,3,8,2,3,8,2,3,8,2,3,8,2,3,8,1,1,0,1,1,1
14935,3,21,6445,1768,2,2,3,21,2,3,21,2,3,21,2,3,21,2,3,21,2,3,21,1,1,1,1,1,0
14964,41,3,1100,6445,2,2,3,41,2,3,41,2,3,41,2,3,41,2,3,41,2,3,41,1,0,1,1,1,1
14993,3,6,5500,4445,2,2,6,3,2,6,3,2,6,3,2,6,3,2,6,3,2,6,3,1,1,1,1,1,1
15022,19,6,1755,4445,2,2,6,19,2,6,19,2,6,19,2,6,19,2,6,19,2,6,19,1,1,1,1,1,1
15051,6,55,4445,963,2,2,6,55,2,6,55,2,6,55,2,6,55,2,6,55,2,6,55,1,1,1,1,1,1
15080,68,6,816,4445,2,2,6,68,2,6,68,2,6,68,2,6,68,2,6,68,2,6,68,1,1,1,1,1,1
15109,6,25,4445,1535,2,2,6,25,2,6,25,2,6,25,2,6,25,2,6,25,2,6,25,1,1,1,1,1,0
15138,6,61,4445,876,2,2,6,61,2,6,61,2,6,61,2,6,61,2,6,61,2,6,61,1,1,1,1,0,1
15167,41,6,1072,4445,2,2,6,41,2,6,41,2,6,41,2,6,41,2,6,41,2,6,41,0,0,1,1,1,1
15196,2,10,6480,3445,2,2,10,2,2,10,2,2,10,2,2,10,2,2,10,2,2,10,2,1,1,1,1,1,1
15225,10,7,3445,4085,2,2,10,7,2,10,7,2,10,7,2,10,7,2,10,7,2,10,7,1,1,1,1,1,1
15254,29,10,1395,3445,2,2,10,29,2,10,29,2,10,29,2,10,29,2,10,29,2,10,29,1,1,1,1,1,0
15283,10,5,3445,4700,2,2,10,5,2,10,5,2,10,5,2,10,5,2,10,5,2,10,5,1,1,0,1,0,1
15312,10,28,3445,1410,2,2,10,28,2,10,28,2,10,28,2,10,28,2,10,28,2,10,28,1,0,1,1,0,0
15341,10,33,3445,1235,2,2,10,33,2,10,33,2,10,33,2,10,33,2,10,33,2,10,33,0,1,1,0,0,1
15370,27,10,1534,3355,2,2,27,10,2,27,10,2,27,10,2,27,10,2,27,10,2,27,10,1,1,0,1,1,1
15399,10,121,3355,468,2,2,10,121,2,10,121,2,10,121,2,10,121,2,10,121,2,10,121,1,1,1,1,0,1
15428,84,10,695,3355,2,2,10,84,2,10,84,2,10,84,2,10,84,2,10,84,2,10,84,0,0,0,1,1,1
15457,21,8,1715,3635,3,3,21,8,3,21,8,3,21,8,3,21,8,3,21,8,3,21,8,1,1,1,1,1,1
15486,21,1,1715,8770,3,3,21,1,3,21,1,3,21,1,3,21,1,3,21,1,3,21,1,1,1,1,1,1,1
15515,21,28,1715,1530,3,3,21,28,3,21,28,3,21,28,3,21,28,3,21,28,3,21,28,1,1,1,1,1,1
15544,21,40,1715,1130,3,3,21,40,3,21,40,3,21,40,3,21,40,3,21,40,3,21,40,1,1,1,1,1,1
15573,17,21,1950,1715,3,3,21,17,3,21,17,3,21,17,3,21,17,3,21,17,3,21,17,1,1,0,1,1,0
15602,126,21,438,1715,3,3,21,126,3,21,126,3,21,126,3,21,126,3,21,126,3,21,126,1,0,1,1,0,1
15631,21,57,1715,923,3,3,21,57,3,21,57,3,21,57,3,21,57,3,21,57,3,21,57,0,1,1,0,0,1
15660,22,6,1665,4860,3,3,6,22,3,6,22,3,6,22,3,6,22,3,6,22,3,6,22,1,1,1,1,1,1
15689,22,61,1665,910,3,3,22,61,3,22,61,3,22,61,3,22,61,3,22,61,3,22,61,1,1,1,1,1,1
15718,26,22,1535,1665,3,3,22,26,3,22,26,3,22,26,3,22,26,3,22,26,3,22,26,1,1,0,1,1,0
15747,5,22,4870,1665,3,3,22,5,3,22,5,3,22,5,3,22,5,3,22,5,3,22,5,1,0,1,1,0,1
15776,63,22,901,1665,3,3,22,63,3,22,63,3,22,63,3,22,63,3,22,63,3,22,63,0,0,0,0,1,1
15805,72,22,806,1665,1,1,72,22,1,72,22,1,72,22,1,72,22,1,72,22,1,72,22,1,1,1,1,1,1
15834,22,35,1665,1280,1,1,22,35,1,22,35,1,22,35,1,22,35,1,22,35,1,22,35,1,1,1,1,1,1
15863,13,22,2120,1665,1,1,22,13,1,22,13,1,22,13,1,22,13,1,22,13,1,22,13,1,1,0,1,1,0
15892,155,22,356,1665,1,1,22,155,1,22,155,1,22,155,1,22,155,1,22,155,1,22,155,1,0,1,1,0,1
15921,134,22,421,1665,1,1,22,134,1,22,134,1,22,134,1,22,134,1,22,134,1,22,134,0,1,1,0,1,1
15950,2,18,7950,1905,1,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,1,1,1,1,1
15979,18,24,1905,1665,1,1,18,24,1,18,24,1,18,24,1,18,24,1,18,24,1,18,24,1,1,1,1,1,1
16008,41,18,1180,1905,1,1,18,41,1,18,41,1,18,41,1,18,41,1,18,41,1,18,41,1,1,0,1,1,0
16037,74,18,767,1905,1,1,18,74,1,18,74,1,18,74,1,18,74,1,18,74,1,18,74,1,0,0,1,0,1
16066,54,18,966,1905,1,1,18,54,1,18,54,1,18,54,1,18,54,1,18,54,1,18,54,0,0,1,0,1,0
16095,22,12,1757,2220,1,1,22,12,1,22,12,1,22,12,1,22,12,1,22,12,1,22,12,1,0,1,1,0,0
16124,12,20,2220,1835,1,1,12,20,1,12,20,1,12,20,1,12,20,1,12,20,1,12,20,0,0,1,0,0,1
16153,140,12,396,2220,1,1,140,12,1,140,12,1,140,12,1,140,12,1,140,12,1,140,12,1,0,0,0,1,1
16182,7,13,3665,2310,1,1,7,13,1,7,13,1,7,13,1,7,13,1,7,13,1,7,13,1,0,1,1,1,0
16211,39,13,1251,2310,1,1,13,39,1,13,39,1,13,39,1,13,39,1,13,39,1,13,39,1,0,1,1,0,0
16240,13,93,2310,639,1,1,13,93,1,13,93,1,13,93,1,13,93,1,13,93,1,13,93,0,0,0,0,1,0
16269,12,47,2300,1075,2,2,47,12,2,47,12,2,47,12,2,47,12,2,47,12,2,47,12,0,0,1,1,0,0
16298,13,109,2380,539,2,2,109,13,2,109,13,2,109,13,2,109,13,2,109,13,2,109,13,0,1,1,1,0,0
16327,58,14,857,2335,2,2,58,14,2,58,14,2,58,14,2,58,14,2,58,14,2,58,14,1,1,1,1,1,1
16356,78,37,684,1296,2,2,37,78,2,37,78,2,37,78,2,37,78,2,37,78,2,37,78,1,0,1,1,0,1
16385,54,35,945,1254,3,3,35,54,3,35,54,3,35,54,3,35,54,3,35,54,3,35,54,1,0,1,1,0,1
16414,54,61,945,912,3,3,54,61,3,54,61,3,54,61,3,54,61,3,54,61,3,54,61,0,1,0,0,0,1
16443,54,26,945,1553,3,3,26,54,3,26,54,3,26,54,3,26,54,3,26,54,3,26,54,1,0,0,0,0,0
16472,54,68,945,839,3,3,54,68,3,54,68,3,54,68,3,54,68,3,54,68,3,54,68,0,0,1,0,0,0
16501,55,62,945,903,3,3,62,55,3,62,55,3,62,55,3,62,55,3,62,55,3,62,55,0,1,0,0,0,1
16530,57,5,910,4870,1,1,5,57,1,5,57,1,5,57,1,5,57,1,5,57,1,5,57,1,0,1,1,0,0
16559,61,57,888,910,1,1,57,61,1,57,61,1,57,61,1,57,61,1,57,61,1,57,61,0,0,1,0,1,0
16588,25,57,1605,910,1,1,25,57,1,25,57,1,25,57,1,25,57,1,25,57,1,25,57,0,0,0,1,0,0
16617,57,98,910,622,1,1,57,98,1,57,98,1,57,98,1,57,98,1,57,98,1,57,98,0,0,0,0,0,0
16646,55,11,926,2280,1,1,11,55,1,11,55,1,11,55,1,11,55,1,11,55,1,11,55,0,0,0,0,0,1
16675,14,53,2175,977,1,1,14,53,1,14,53,1,14,53,1,14,53,1,14,53,1,14,53,0,1,0,0,0,0
16704,125,51,442,977,1,1,125,51,1,125,51,1,125,51,1,125,51,1,125,51,1,125,51,0,1,0,0,0,1
16733,51,24,977,1745,1,1,24,51,1,24,51,1,24,51,1,24,51,1,24,51,1,24,51,0,1,1,0,1,0
16762,80,49,680,1038,2,2,80,49,2,80,49,2,80,49,2,80,49,2,80,49,2,80,49,1,1,0,1,1,0
16791,49,32,1038,1420,2,2,49,32,2,49,32,2,49,32,2,49,32,2,49,32,2,49,32,1,0,1,0,1,1
16820,82,49,670,1038,2,2,49,82,2,49,82,2,49,82,2,49,82,2,49,82,2,49,82,0,1,1,0,1,0
16849,48,16,1038,2255,2,2,16,48,2,16,48,2,16,48,2,16,48,2,16,48,2,16,48,1,0,1,1,1,1
16878,84,65,681,823,2,2,65,84,2,65,84,2,65,84,2,65,84,2,65,84,2,65,84,0,0,1,1,1,1
16907,80,36,718,1182,2,2,36,80,2,36,80,2,36,80,2,36,80,2,36,80,2,36,80,0,1,0,1,1,1
16936,6,87,4355,688,2,2,6,87,2,6,87,2,6,87,2,6,87,2,6,87,2,6,87,0,1,1,1,0,0
16965,87,37,688,1180,2,2,87,37,2,87,37,2,87,37,2,87,37,2,87,37,2,87,37,0,0,1,0,1,1
16994,64,76,884,731,2,2,64,76,2,64,76,2,64,76,2,64,76,2,64,76,2,64,76,0,0,0,0,1,1
17023,188,83,302,706,3,3,188,83,3,188,83,3,188,83,3,188,83,3,188,83,3,188,83,1,1,0,1,1,0
17052,83,23,706,1665,3,3,83,23,3,83,23,3,83,23,3,83,23,3,83,23,3,83,23,1,0,0,0,1,1
17081,83,88,706,668,3,3,83,88,3,83,88,3,83,88,3,83,88,3,83,88,3,83,88,0,0,0,0,1,0
17110,83,27,706,1575,3,3,27,83,3,27,83,3,27,83,3,27,83,3,27,83,3,27,83,0,0,1,0,1,0
17139,96,82,585,706,3,3,96,82,3,96,82,3,96,82,3,96,82,3,96,82,3,96,82,0,0,0,0,1,0
17168,30,76,1395,726,3,3,30,76,3,30,76,3,30,76,3,30,76,3,30,76,3,30,76,0,1,1,1,0,0
17197,71,121,755,452,1,1,121,71,1,121,71,1,121,71,1,121,71,1,121,71,1,121,71,1,0,0,1,0,1
17226,121,98,452,626,1,1,121,98,1,121,98,1,121,98,1,121,98,1,121,98,1,121,98,0,1,0,0,0,1
17255,40,125,1190,442,1,1,40,125,1,40,125,1,40,125,1,40,125,1,40,125,1,40,125,0,1,0,1,0,1
17284,51,125,977,442,1,1,125,51,1,125,51,1,125,51,1,125,51,1,125,51,1,125,51,0,0,1,0,1,0
17313,115,90,496,640,2,2,90,115,2,90,115,2,90,115,2,90,115,2,90,115,2,90,115,1,0,1,0,1,1
17342,106,96,531,595,1,1,106,96,1,106,96,1,106,96,1,106,96,1,106,96,1,106,96,1,0,0,1,0,1
17371,69,106,743,531,1,1,69,106,1,69,106,1,69,106,1,69,106,1,69,106,1,69,106,1,1,0,1,0,0
17400,106,58,531,893,1,1,106,58,1,106,58,1,106,58,1,106,58,1,106,58,1,106,58,0,0,0,0,1,0
17429,106,19,531,1985,1,1,19,106,1,19,106,1,19,106,1,19,106,1,19,106,1,19,106,0,0,0,0,0,1
17458,105,50,531,974,1,1,50,105,1,50,105,1,50,105,1,50,105,1,50,105,1,50,105,0,0,0,0,1,0
17487,51,15,940,2315,2,2,15,51,2,15,51,2,15,51,2,15,51,2,15,51,2,15,51,0,0,0,0,1,1
17516,217,39,255,1145,2,2,217,39,2,217,39,2,217,39,2,217,39,2,217,39,2,217,39,0,1,1,0,0,0
17545,39,42,1145,1092,2,2,42,39,2,42,39,2,42,39,2,42,39,2,42,39,2,42,39,0,0,1,0,1,1
17574,40,42,1145,1075,2,2,42,40,2,42,40,2,42,40,2,42,40,2,42,40,2,42,40,0,1,0,0,1,0
17603,39,40,1190,1133,2,2,40,39,2,40,39,2,40,39,2,40,39,2,40,39,2,40,39,1,0,1,1,1,0
17632,39,134,1190,423,2,2,39,134,2,39,134,2,39,134,2,39,134,2,39,134,2,39,134,0,1,1,1,0,0
17661,88,28,650,1395,2,2,88,28,2,88,28,2,88,28,2,88,28,2,88,28,2,88,28,1,1,0,1,1,0
17690,60,28,870,1395,2,2,28,60,2,28,60,2,28,60,2,28,60,2,28,60,2,28,60,1,0,1,1,0,0
17719,51,19,974,1815,2,2,19,51,2,19,51,2,19,51,2,19,51,2,19,51,2,19,51,1,1,1,1,1,1
17748,51,68,974,786,2,2,51,68,2,51,68,2,51,68,2,51,68,2,51,68,2,51,68,1,1,0,1,1,0
17777,51,7,974,3825,2,2,51,7,2,51,7,2,51,7,2,51,7,2,51,7,2,51,7,1,0,0,1,1,1
17806,51,40,974,1115,2,2,51,40,2,51,40,2,51,40,2,51,40,2,51,40,2,51,40,0,0,1,0,1,0
17835,9,48,3595,1019,2,2,9,48,2,9,48,2,9,48,2,9,48,2,9,48,2,9,48,0,1,1,0,1,1
17864,13,47,2120,994,2,2,13,47,2,13,47,2,13,47,2,13,47,2,13,47,2,13,47,1,0,0,1,1,0
17893,60,47,869,994,2,2,47,60,2,47,60,2,47,60,2,47,60,2,47,60,2,47,60,1,0,1,1,0,1
17922,47,85,994,681,2,2,47,85,2,47,85,2,47,85,2,47,85,2,47,85,2,47,85,0,1,0,0,0,0
17951,34,54,1235,969,2,2,34,54,2,34,54,2,34,54,2,34,54,2,34,54,2,34,54,1,0,0,1,0,0
17980,54,33,969,1314,2,2,54,33,2,54,33,2,54,33,2,54,33,2,54,33,2,54,33,0,0,1,0,1,0
18009,121,52,468,975,2,2,121,52,2,121,52,2,121,52,2,121,52,2,121,52,2,121,52,0,1,0,0,1,1
18038,9,55,3490,917,2,2,9,55,2,9,55,2,9,55,2,9,55,2,9,55,2,9,55,1,1,0,1,1,0
18067,55,95,917,599,2,2,55,95,2,55,95,2,55,95,2,55,95,2,55,95,2,55,95,1,0,0,1,1,0
18096,230,55,242,917,2,2,55,230,2,55,230,2,55,230,2,55,230,2,55,230,2,55,230,1,0,0,0,0,1
18125,43,123,1063,466,1,1,123,43,1,123,43,1,123,43,1,123,43,1,123,43,1,123,43,0,1,1,1,0,0
18154,51,53,989,950,3,3,53,51,3,53,51,3,53,51,3,53,51,3,53,51,3,53,51,1,1,0,1,1,0
18183,28,15,1535,2125,2,2,15,28,2,15,28,2,15,28,2,15,28,2,15,28,2,15,28,1,1,0,1,1,0
18212,15,64,2125,805,2,2,15,64,2,15,64,2,15,64,2,15,64,2,15,64,2,15,64,0,1,1,1,0,0
18241,14,5,1990,4755,2,2,5,14,2,5,14,2,5,14,2,5,14,2,5,14,2,5,14,1,1,1,1,1,0
18270,14,48,1990,1020,2,2,14,48,2,14,48,2,14,48,2,14,48,2,14,48,2,14,48,1,1,0,1,1,0
18299,14,47,1990,1021,2,2,14,47,2,14,47,2,14,47,2,14,47,2,14,47,2,14,47,1,0,1,1,0,0
18328,35,14,1232,1990,2,2,14,35,2,14,35,2,14,35,2,14,35,2,14,35,2,14,35,0,1,1,0,1,1
18357,16,34,1855,1257,2,2,34,16,2,34,16,2,34,16,2,34,16,2,34,16,2,34,16,1,1,1,1,1,1
18386,16,55,1855,920,2,2,16,55,2,16,55,2,16,55,2,16,55,2,16,55,2,16,55,1,1,0,1,1,0
18415,58,16,879,1855,2,2,16,58,2,16,58,2,16,58,2,16,58,2,16,58,2,16,58,1,0,1,1,0,0
18444,16,70,1855,786,2,2,16,70,2,16,70,2,16,70,2,16,70,2,16,70,2,16,70,0,0,1,0,1,0
18473,16,94,1935,603,2,2,94,16,2,94,16,2,94,16,2,94,16,2,94,16,2,94,16,0,1,1,0,0,0
18502,16,34,1985,1235,2,2,34,16,2,34,16,2,34,16,2,34,16,2,34,16,2,34,16,1,1,0,1,1,0
18531,89,16,640,1985,2,2,16,89,2,16,89,2,16,89,2,16,89,2,16,89,2,16,89,1,1,0,0,1,0
18560,41,16,1061,1985,2,2,16,41,2,16,41,2,16,41,2,16,41,2,16,41,2,16,41,1,0,1,0,1,0
18589,32,16,1305,1950,2,2,32,16,2,32,16,2,32,16,2,32,16,2,32,16,2,32,16,1,0,1,1,0,0
18618,16,81,1950,735,2,2,16,81,2,16,81,2,16,81,2,16,81,2,16,81,2,16,81,0,0,0,0,0,0
18647,12,16,2470,1950,2,2,12,16,2,12,16,2,12,16,2,12,16,2,12,16,2,12,16,0,1,1,0,0,1
18676,18,832,1950,20,2,2,832,18,2,832,18,2,832,18,2,832,18,2,832,18,2,832,18,0,1,1,1,0,1
18705,17,21,1950,1715,3,3,21,17,3,21,17,3,21,17,3,21,17,3,21,17,3,21,17,1,1,0,1,1,0
18734,49,102,999,558,1,1,49,102,1,49,102,1,49,102,1,49,102,1,49,102,1,49,102,0,1,0,0,1,0
18763,114,33,518,1380,1,1,33,114,1,33,114,1,33,114,1,33,114,1,33,114,1,33,114,1,0,1,1,0,0
18792,117,32,481,1340,2,2,32,117,2,32,117,2,32,117,2,32,117,2,32,117,2,32,117,1,1,0,1,0,1
18821,117,64,481,844,2,2,117,64,2,117,64,2,117,64,2,117,64,2,117,64,2,117,64,1,0,0,1,1,1
18850,10,123,2650,461,2,2,123,10,2,123,10,2,123,10,2,123,10,2,123,10,2,123,10,0,1,0,0,1,0
18879,123,29,461,1497,2,2,29,123,2,29,123,2,29,123,2,29,123,2,29,123,2,29,123,0,1,0,1,0,1
18908,131,11,444,2620,2,2,11,131,2,11,131,2,11,131,2,11,131,2,11,131,2,11,131,1,0,0,0,0,1
18937,149,96,357,595,1,1,96,149,1,96,149,1,96,149,1,96,149,1,96,149,1,96,149,0,0,0,0,1,0
18966,138,86,412,660,1,1,86,138,1,86,138,1,86,138,1,86,138,1,86,138,1,86,138,0,0,1,0,0,1
18995,139,72,412,739,2,2,72,139,2,72,139,2,72,139,2,72,139,2,72,139,2,72,139,0,1,0,0,0,1
19024,224,133,255,424,3,3,133,224,3,133,224,3,133,224,3,133,224,3,133,224,3,133,224,1,0,0,1,0,1
19053,85,133,687,424,3,3,133,85,3,133,85,3,133,85,3,133,85,3,133,85,3,133,85,0,0,0,0,1,0
19082,115,40,466,1200,1,1,40,115,1,40,115,1,40,115,1,40,115,1,40,115,1,40,115,1,0,1,1,0,0
19111,73,115,794,466,1,1,115,73,1,115,73,1,115,73,1,115,73,1,115,73,1,115,73,0,0,1,0,1,1
19140,87,100,675,601,1,1,87,100,1,87,100,1,87,100,1,87,100,1,87,100,1,87,100,1,1,0,1,1,0
19169,100,32,601,1415,1,1,100,32,1,100,32,1,100,32,1,100,32,1,100,32,1,100,32,1,0,0,0,0,0
19198,100,99,601,620,1,1,100,99,1,100,99,1,100,99,1,100,99,1,100,99,1,100,99,0,0,0,0,1,0
19227,99,55,611,951,1,1,55,99,1,55,99,1,55,99,1,55,99,1,55,99,1,55,99,0,0,0,0,1,1
19256,102,38,586,1295,1,1,38,102,1,38,102,1,38,102,1,38,102,1,38,102,1,38,102,0,0,1,0,0,0
19285,89,86,640,656,2,2,89,86,2,89,86,2,89,86,2,89,86,2,89,86,2,89,86,0,0,0,0,1,0
19314,10,77,2650,688,2,2,10,77,2,10,77,2,10,77,2,10,77,2,10,77,2,10,77,0,0,1,1,0,0
19343,9,3,3390,6020,2,2,9,3,2,9,3,2,9,3,2,9,3,2,9,3,2,9,3,0,1,1,0,1,1
19372,2,3,7445,6260,2,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,1,1,1,1,1,1
19401,3,11,6260,3210,2,2,3,11,2,3,11,2,3,11,2,3,11,2,3,11,2,3,11,1,1,1,1,1,0
19430,3,14,6260,2315,2,2,3,14,2,3,14,2,3,14,2,3,14,2,3,14,2,3,14,1,1,1,1,0,1
19459,3,93,6260,608,2,2,3,93,2,3,93,2,3,93,2,3,93,2,3,93,2,3,93,1,1,1,1,1,1
19488,3,20,6260,1842,2,2,3,20,2,3,20,2,3,20,2,3,20,2,3,20,2,3,20,1,1,1,1,1,1
19517,3,32,6260,1290,2,2,3,32,2,3,32,2,3,32,2,3,32,2,3,32,2,3,32,1,1,0,1,1,0
19546,52,3,935,6260,2,2,3,52,2,3,52,2,3,52,2,3,52,2,3,52,2,3,52,1,0,1,1,0,1
19575,35,3,1235,6260,2,2,3,35,2,3,35,2,3,35,2,3,35,2,3,35,2,3,35,0,1,0,0,1,1
19604,19,2,1815,6900,2,2,19,2,2,19,2,2,19,2,2,19,2,2,19,2,2,19,2,1,1,1,1,1,1
19633,2,12,6900,2730,2,2,2,12,2,2,12,2,2,12,2,2,12,2,2,12,2,2,12,1,1,0,1,1,0
19662,2,28,6900,1570,2,2,2,28,2,2,28,2,2,28,2,2,28,2,2,28,2,2,28,1,0,1,1,1,0
19691,22,2,1762,6900,2,2,2,22,2,2,22,2,2,22,2,2,22,2,2,22,2,2,22,1,1,1,0,1,1
19720,2,55,7080,963,2,2,55,2,2,55,2,2,55,2,2,55,2,2,55,2,2,55,2,1,1,1,1,1,1
19749,2,30,7080,1345,2,2,2,30,2,2,30,2,2,30,2,2,30,2,2,30,2,2,30,1,1,0,1,1,0
19778,2,56,7080,955,2,2,2,56,2,2,56,2,2,56,2,2,56,2,2,56,2,2,56,1,0,1,1,0,0
19807,177,2,323,7080,2,2,2,177,2,2,177,2,2,177,2,2,177,2,2,177,2,2,177,0,0,1,0,1,1
19836,2,10,6480,3445,2,2,10,2,2,10,2,2,10,2,2,10,2,2,10,2,2,10,2,1,1,1,1,1,1
19865,11,2,3085,6480,2,2,2,11,2,2,11,2,2,11,2,2,11,2,2,11,2,2,11,1,1,1,1,1,1
19894,151,2,380,6480,2,2,2,151,2,2,151,2,2,151,2,2,151,2,2,151,2,2,151,1,1,1,1,1,0
19923,50,2,987,6480,2,2,2,50,2,2,50,2,2,50,2,2,50,2,2,50,2,2,50,1,1,0,1,0,1
19952,2,47,6480,1013,2,2,2,47,2,2,47,2,2,47,2,2,47,2,2,47,2,2,47,0,1,1,1,0,0
19981,2,8,8720,3635,3,3,8,2,3,8,2,3,8,2,3,8,2,3,8,2,3,8,2,1,1,1,1,1,1
20010,26,2,1580,8720,3,3,2,26,3,2,26,3,2,26,3,2,26,3,2,26,3,2,26,1,1,1,1,1,1
20039,2,64,8720,865,3,3,2,64,3,2,64,3,2,64,3,2,64,3,2,64,3,2,64,1,1,0,1,1,0
20068,73,2,752,8720,3,3,2,73,3,2,73,3,2,73,3,2,73,3,2,73,3,2,73,1,0,1,1,0,1
20097,58,2,920,8720,3,3,2,58,3,2,58,3,2,58,3,2,58,3,2,58,3,2,58,0,1,0,0,1,1
20126,1,34,8920,1245,3,3,34,1,3,34,1,3,34,1,3,34,1,3,34,1,3,34,1,1,1,1,1,1,1
20155,1,109,8920,507,3,3,1,109,3,1,109,3,1,109,3,1,109,3,1,109,3,1,109,1,1,1,1,1,1
20184,1,60,8920,911,3,3,1,60,3,1,60,3,1,60,3,1,60,3,1,60,3,1,60,1,1,1,1,1,0
20213,48,1,1010,8920,3,3,1,48,3,1,48,3,1,48,3,1,48,3,1,48,3,1,48,1,0,1,1,1,1
20242,1,72,8920,770,3,3,1,72,3,1,72,3,1,72,3,1,72,3,1,72,3,1,72,1,1,1,0,0,0
20271,2,35,8670,1255,3,3,2,35,3,2,35,3,2,35,3,2,35,3,2,35,3,2,35,1,1,1,1,1,1
20300,2,24,8670,1585,3,3,2,24,3,2,24,3,2,24,3,2,24,3,2,24,3,2,24,1,1,0,1,1,0
20329,75,2,745,8670,3,3,2,75,3,2,75,3,2,75,3,2,75,3,2,75,3,2,75,1,1,0,1,0,0
20358,2,54,8670,950,3,3,2,54,3,2,54,3,2,54,3,2,54,3,2,54,3,2,54,0,0,1,1,0,1
20387,1,175,9660,319,2,2,175,1,2,175,1,2,175,1,2,175,1,2,175,1,2,175,1,0,1,1,1,0,1
20416,8,1,3200,10060,2,2,8,1,2,8,1,2,8,1,2,8,1,2,8,1,2,8,1,1,1,1,1,1,1
20445,1,49,10060,1026,2,2,1,49,2,1,49,2,1,49,2,1,49,2,1,49,2,1,49,1,1,1,1,1,1
20474,1,26,10060,1567,2,2,1,26,2,1,26,2,1,26,2,1,26,2,1,26,2,1,26,1,1,1,1,1,1
20503,100,1,580,10060,2,2,1,100,2,1,100,2,1,100,2,1,100,2,1,100,2,1,100,1,1,1,1,1,1
20532,1,28,10060,1503,2,2,1,28,2,1,28,2,1,28,2,1,28,2,1,28,2,1,28,1,1,1,1,0,1
20561,1,67,10060,800,2,2,1,67,2,1,67,2,1,67,2,1,67,2,1,67,2,1,67,1,1,1,1,0,1
20590,2,5,9605,4425,2,2,2,5,2,2,5,2,2,5,2,2,5,2,2,5,2,2,5,1,1,1,1,1,1
20619,2,81,9605,686,2,2,2,81,2,2,81,2,2,81,2,2,81,2,2,81,2,2,81,1,1,1,1,1,1
20648,42,2,1175,9605,2,2,2,42,2,2,42,2,2,42,2,2,42,2,2,42,2,2,42,1,1,0,1,1,1
20677,2,36,9605,1335,2,2,2,36,2,2,36,2,2,36,2,2,36,2,2,36,2,2,36,1,1,1,1,0,0
20706,2,116,9605,498,2,2,2,116,2,2,116,2,2,116,2,2,116,2,2,116,2,2,116,1,1,1,0,1,0
20735,2,6,9605,3805,2,2,2,6,2,2,6,2,2,6,2,2,6,2,2,6,2,2,6,1,1,1,1,1,1
20764,2,58,9605,857,2,2,2,58,2,2,58,2,2,58,2,2,58,2,2,58,2,2,58,1,1,1,1,1,1
20793,20,2,2050,9605,2,2,2,20,2,2,20,2,2,20,2,2,20,2,2,20,2,2,20,1,1,1,1,1,1
20822,2,80,9605,674,2,2,2,80,2,2,80,2,2,80,2,2,80,2,2,80,2,2,80,1,1,1,1,1,1
20851,272,62,195,865,1,1,272,62,1,272,62,1,272,62,1,272,62,1,272,62,1,272,62,0,0,1,0,1,0
20880,39,147,1095,382,1,1,147,39,1,147,39,1,147,39,1,147,39,1,147,39,1,147,39,1,0,0,1,0,1
20909,51,15,940,2315,2,2,15,51,2,15,51,2,15,51,2,15,51,2,15,51,2,15,51,0,0,0,0,1,1
20938,14,16,2315,2007,2,2,16,14,2,16,14,2,16,14,2,16,14,2,16,14,2,16,14,1,1,0,1,1,0
20967,14,27,2315,1630,2,2,14,27,2,14,27,2,14,27,2,14,27,2,14,27,2,14,27,1,0,1,1,1,0
20996,81,14,697,2315,2,2,14,81,2,14,81,2,14,81,2,14,81,2,14,81,2,14,81,1,0,0,0,1,1
21025,13,45,2225,1022,2,2,13,45,2,13,45,2,13,45,2,13,45,2,13,45,2,13,45,1,1,0,1,1,0
